_id,category
o-dang_waseem_1647,racism
o-dang_waseem_1648,sexism
o-dang_waseem_1649,sexism
o-dang_waseem_1650,sexism
o-dang_waseem_1655,racism
o-dang_waseem_1657,sexism
o-dang_waseem_1658,racism
o-dang_waseem_1661,sexism
o-dang_waseem_1663,sexism
o-dang_waseem_1673,sexism
o-dang_waseem_1679,racism
o-dang_waseem_1680,sexism
o-dang_waseem_1682,sexism
o-dang_waseem_1683,sexism
o-dang_waseem_1684,racism
o-dang_waseem_1687,sexism
o-dang_waseem_1692,sexism
o-dang_waseem_1695,sexism
o-dang_waseem_1698,sexism
o-dang_waseem_1699,racism
o-dang_waseem_1702,racism
o-dang_waseem_1707,racism
o-dang_waseem_1710,sexism
o-dang_waseem_1714,sexism
o-dang_waseem_1717,sexism
o-dang_waseem_1726,sexism
o-dang_waseem_1734,sexism
o-dang_waseem_1738,racism
o-dang_waseem_1740,sexism
o-dang_waseem_1743,sexism
o-dang_waseem_1744,sexism
o-dang_waseem_1747,racism
o-dang_waseem_1749,racism
o-dang_waseem_1750,sexism
o-dang_waseem_1757,sexism
o-dang_waseem_1758,racism
o-dang_waseem_1759,sexism
o-dang_waseem_1760,sexism
o-dang_waseem_1761,racism
o-dang_waseem_1767,racism
o-dang_waseem_1768,sexism
o-dang_waseem_1770,sexism
o-dang_waseem_1771,racism
o-dang_waseem_1774,sexism
o-dang_waseem_1775,racism
o-dang_waseem_1778,sexism
o-dang_waseem_1784,racism
o-dang_waseem_1786,sexism
o-dang_waseem_1790,racism
o-dang_waseem_1793,racism
o-dang_waseem_1798,sexism
o-dang_waseem_1800,racism
o-dang_waseem_1804,racism
o-dang_waseem_1806,sexism
o-dang_waseem_1808,racism
o-dang_waseem_1813,sexism
o-dang_waseem_1816,sexism
o-dang_waseem_1817,racism
o-dang_waseem_1819,sexism
o-dang_waseem_1821,sexism
o-dang_waseem_1823,sexism
o-dang_waseem_1826,sexism
o-dang_waseem_1837,sexism
o-dang_waseem_1841,racism
o-dang_waseem_1843,sexism
o-dang_waseem_1845,racism
o-dang_waseem_1846,sexism
o-dang_waseem_1847,racism
o-dang_waseem_1855,racism
o-dang_waseem_1857,racism
o-dang_waseem_1858,sexism
o-dang_waseem_1859,sexism
o-dang_waseem_1860,sexism
o-dang_waseem_1863,sexism
o-dang_waseem_1866,sexism
o-dang_waseem_1867,sexism
o-dang_waseem_1868,sexism
o-dang_waseem_1871,sexism
o-dang_waseem_1872,sexism
o-dang_waseem_1873,sexism
o-dang_waseem_1874,sexism
o-dang_waseem_1880,racism
o-dang_waseem_1884,sexism
o-dang_waseem_1890,sexism
o-dang_waseem_1892,sexism
o-dang_waseem_1895,sexism
o-dang_waseem_1899,sexism
o-dang_waseem_1902,sexism
o-dang_waseem_1903,racism
o-dang_waseem_1904,racism
o-dang_waseem_1905,sexism
o-dang_waseem_1906,sexism
o-dang_waseem_1911,racism
o-dang_waseem_1912,sexism
o-dang_waseem_1917,racism
o-dang_waseem_1919,sexism
o-dang_waseem_1922,sexism
o-dang_waseem_1923,racism
o-dang_waseem_1925,sexism
o-dang_waseem_1929,sexism
o-dang_waseem_1932,sexism
o-dang_waseem_1934,racism
o-dang_waseem_1935,sexism
o-dang_waseem_1937,sexism
o-dang_waseem_1938,racism
o-dang_waseem_1943,racism
o-dang_waseem_1947,sexism
o-dang_waseem_1948,sexism
o-dang_waseem_1949,sexism
o-dang_waseem_1950,sexism
o-dang_waseem_1954,sexism
o-dang_waseem_1955,sexism
o-dang_waseem_1956,sexism
o-dang_waseem_1957,sexism
o-dang_waseem_1959,racism
o-dang_waseem_1960,racism
o-dang_waseem_1961,sexism
o-dang_waseem_1963,sexism
o-dang_waseem_1968,racism
o-dang_waseem_1970,racism
o-dang_waseem_1972,racism
o-dang_waseem_1974,racism
o-dang_waseem_1976,sexism
o-dang_waseem_1980,racism
o-dang_waseem_1981,racism
o-dang_waseem_1983,sexism
o-dang_waseem_1987,sexism
o-dang_waseem_1989,sexism
o-dang_waseem_1992,sexism
o-dang_waseem_1996,racism
o-dang_waseem_1997,sexism
o-dang_waseem_2001,sexism
o-dang_waseem_2003,sexism
o-dang_waseem_2006,sexism
o-dang_waseem_2007,racism
o-dang_waseem_2009,racism
o-dang_waseem_2015,sexism
o-dang_waseem_2017,racism
o-dang_waseem_2022,racism
o-dang_waseem_2026,sexism
o-dang_waseem_2027,racism
o-dang_waseem_2030,racism
o-dang_waseem_2035,sexism
o-dang_waseem_2038,racism
o-dang_waseem_2041,sexism
o-dang_waseem_2042,racism
o-dang_waseem_2043,racism
o-dang_waseem_2044,racism
o-dang_waseem_2049,sexism
o-dang_waseem_2051,racism
o-dang_waseem_2062,sexism
o-dang_waseem_2063,sexism
o-dang_waseem_2067,sexism
o-dang_waseem_2080,racism
o-dang_waseem_2081,racism
o-dang_waseem_2082,sexism
o-dang_waseem_2091,sexism
o-dang_waseem_2092,sexism
o-dang_waseem_2095,sexism
o-dang_waseem_2096,racism
o-dang_waseem_2097,sexism
o-dang_waseem_2107,sexism
o-dang_waseem_2110,sexism
o-dang_waseem_2112,racism
o-dang_waseem_2116,racism
o-dang_waseem_2117,racism
o-dang_waseem_2128,racism
o-dang_waseem_2129,racism
o-dang_waseem_2134,sexism
o-dang_waseem_2135,sexism
o-dang_waseem_2139,sexism
o-dang_waseem_2141,racism
o-dang_waseem_2148,sexism
o-dang_waseem_2149,sexism
o-dang_waseem_2153,sexism
o-dang_waseem_2154,sexism
o-dang_waseem_2158,sexism
o-dang_waseem_2159,sexism
o-dang_waseem_2166,racism
o-dang_waseem_2167,racism
o-dang_waseem_2168,racism
o-dang_waseem_2170,racism
o-dang_waseem_2171,racism
o-dang_waseem_2180,sexism
o-dang_waseem_2184,racism
o-dang_waseem_2185,racism
o-dang_waseem_2190,racism
o-dang_waseem_2192,sexism
o-dang_waseem_2193,sexism
o-dang_waseem_2197,sexism
o-dang_waseem_2202,racism
o-dang_waseem_2203,sexism
o-dang_waseem_2205,racism
o-dang_waseem_2208,racism
o-dang_waseem_2213,racism
o-dang_waseem_2220,racism
o-dang_waseem_2221,racism
o-dang_waseem_2222,racism
o-dang_waseem_2227,sexism
o-dang_waseem_2229,sexism
o-dang_waseem_2231,sexism
o-dang_waseem_2233,racism
o-dang_waseem_2237,sexism
o-dang_waseem_2238,racism
o-dang_waseem_2239,racism
o-dang_waseem_2240,sexism
o-dang_waseem_2241,racism
o-dang_waseem_2242,sexism
o-dang_waseem_2243,sexism
o-dang_waseem_2250,sexism
o-dang_waseem_2251,racism
o-dang_waseem_2253,racism
o-dang_waseem_2257,sexism
o-dang_waseem_2259,sexism
o-dang_waseem_2260,sexism
o-dang_waseem_2261,sexism
o-dang_waseem_2263,sexism
o-dang_waseem_2264,sexism
o-dang_waseem_2265,sexism
o-dang_waseem_2266,racism
o-dang_waseem_2272,sexism
o-dang_waseem_2273,sexism
o-dang_waseem_2281,racism
o-dang_waseem_2282,sexism
o-dang_waseem_2287,sexism
o-dang_waseem_2288,sexism
o-dang_waseem_2289,racism
o-dang_waseem_2298,racism
o-dang_waseem_2302,racism
o-dang_waseem_2305,sexism
o-dang_waseem_2312,racism
o-dang_waseem_2313,sexism
o-dang_waseem_2317,sexism
o-dang_waseem_2319,racism
o-dang_waseem_2320,racism
o-dang_waseem_2321,sexism
o-dang_waseem_2330,racism
o-dang_waseem_2332,sexism
o-dang_waseem_2333,sexism
o-dang_waseem_2334,sexism
o-dang_waseem_2335,racism
o-dang_waseem_2336,racism
o-dang_waseem_2339,racism
o-dang_waseem_2342,sexism
o-dang_waseem_2345,racism
o-dang_waseem_2347,racism
o-dang_waseem_2350,racism
o-dang_waseem_2351,sexism
o-dang_waseem_2352,racism
o-dang_waseem_2356,racism
o-dang_waseem_2359,sexism
o-dang_waseem_2360,racism
o-dang_waseem_2361,sexism
o-dang_waseem_2362,sexism
o-dang_waseem_2363,sexism
o-dang_waseem_2366,sexism
o-dang_waseem_2379,racism
o-dang_waseem_2380,racism
o-dang_waseem_2385,racism
o-dang_waseem_2389,racism
o-dang_waseem_2394,sexism
o-dang_waseem_2395,sexism
o-dang_waseem_2402,racism
o-dang_waseem_2405,sexism
o-dang_waseem_2409,racism
o-dang_waseem_2412,racism
o-dang_waseem_2414,sexism
o-dang_waseem_2417,sexism
o-dang_waseem_2420,sexism
o-dang_waseem_2421,sexism
o-dang_waseem_2426,sexism
o-dang_waseem_2431,sexism
o-dang_waseem_2438,racism
o-dang_waseem_2440,sexism
o-dang_waseem_2447,racism
o-dang_waseem_2449,sexism
o-dang_waseem_2451,racism
o-dang_waseem_2454,racism
o-dang_waseem_2457,sexism
o-dang_waseem_2459,sexism
o-dang_waseem_2460,sexism
o-dang_waseem_2465,racism
o-dang_waseem_2466,sexism
o-dang_waseem_2470,sexism
o-dang_waseem_2471,sexism
o-dang_waseem_2475,sexism
o-dang_waseem_2476,racism
o-dang_waseem_2479,sexism
o-dang_waseem_2483,racism
o-dang_waseem_2486,sexism
o-dang_waseem_2487,sexism
o-dang_waseem_2488,sexism
o-dang_waseem_2490,sexism
o-dang_waseem_2491,sexism
o-dang_waseem_2492,sexism
o-dang_waseem_2499,sexism
o-dang_waseem_2500,sexism
o-dang_waseem_2502,sexism
o-dang_waseem_2505,sexism
o-dang_waseem_2506,sexism
o-dang_waseem_2510,sexism
o-dang_waseem_2516,sexism
o-dang_waseem_2532,racism
o-dang_waseem_2533,racism
o-dang_waseem_2534,sexism
o-dang_waseem_2535,sexism
o-dang_waseem_2539,racism
o-dang_waseem_2543,sexism
o-dang_waseem_2545,sexism
o-dang_waseem_2546,racism
o-dang_waseem_2547,sexism
o-dang_waseem_2550,sexism
o-dang_waseem_2558,sexism
o-dang_waseem_2562,sexism
o-dang_waseem_2578,racism
o-dang_waseem_2580,sexism
o-dang_waseem_2581,racism
o-dang_waseem_2583,sexism
o-dang_waseem_2586,racism
o-dang_waseem_2591,sexism
o-dang_waseem_2592,sexism
o-dang_waseem_2593,racism
o-dang_waseem_2594,racism
o-dang_waseem_2596,sexism
o-dang_waseem_2598,sexism
o-dang_waseem_2601,racism
o-dang_waseem_2608,sexism
o-dang_waseem_2612,sexism
o-dang_waseem_2627,sexism
o-dang_waseem_2628,sexism
o-dang_waseem_2630,sexism
o-dang_waseem_2631,sexism
o-dang_waseem_2638,sexism
o-dang_waseem_2640,racism
o-dang_waseem_2641,racism
o-dang_waseem_2643,sexism
o-dang_waseem_2644,sexism
o-dang_waseem_2645,sexism
o-dang_waseem_2647,sexism
o-dang_waseem_2648,racism
o-dang_waseem_2650,sexism
o-dang_waseem_2651,racism
o-dang_waseem_2653,racism
o-dang_waseem_2655,racism
o-dang_waseem_2660,sexism
o-dang_waseem_2662,racism
o-dang_waseem_2667,sexism
o-dang_waseem_2674,racism
o-dang_waseem_2675,racism
o-dang_waseem_2684,racism
o-dang_waseem_2685,racism
o-dang_waseem_2690,sexism
o-dang_waseem_2692,racism
o-dang_waseem_2694,sexism
o-dang_waseem_2695,racism
o-dang_waseem_2696,racism
o-dang_waseem_2701,sexism
o-dang_waseem_2707,sexism
o-dang_waseem_2709,sexism
o-dang_waseem_2712,sexism
o-dang_waseem_2716,sexism
o-dang_waseem_2718,racism
o-dang_waseem_2720,sexism
o-dang_waseem_2721,sexism
o-dang_waseem_2722,sexism
o-dang_waseem_2726,racism
o-dang_waseem_2729,sexism
o-dang_waseem_2731,racism
o-dang_waseem_2732,sexism
o-dang_waseem_2733,racism
o-dang_waseem_2740,sexism
o-dang_waseem_2741,sexism
o-dang_waseem_2742,sexism
o-dang_waseem_2743,sexism
o-dang_waseem_2746,racism
o-dang_waseem_2748,sexism
o-dang_waseem_2759,sexism
o-dang_waseem_2760,sexism
o-dang_waseem_2761,racism
o-dang_waseem_2763,racism
o-dang_waseem_2764,sexism
o-dang_waseem_2765,sexism
o-dang_waseem_2766,sexism
o-dang_waseem_2767,sexism
o-dang_waseem_2768,sexism
o-dang_waseem_2771,sexism
o-dang_waseem_2775,sexism
o-dang_waseem_2779,sexism
o-dang_waseem_2781,sexism
o-dang_waseem_2782,racism
o-dang_waseem_2785,sexism
o-dang_waseem_2787,sexism
o-dang_waseem_2788,sexism
