id,labels
sexism2022_english-9952,3. animosity
sexism2022_english-3738,3. animosity
sexism2022_english-7106,3. animosity
sexism2022_english-15118,3. animosity
sexism2022_english-16070,2. derogation
sexism2022_english-3886,2. derogation
sexism2022_english-18433,2. derogation
sexism2022_english-5506,2. derogation
sexism2022_english-3576,3. animosity
sexism2022_english-10477,4. prejudiced discussions
sexism2022_english-5367,2. derogation
sexism2022_english-960,3. animosity
sexism2022_english-9016,3. animosity
sexism2022_english-8465,4. prejudiced discussions
sexism2022_english-17534,2. derogation
sexism2022_english-19617,3. animosity
sexism2022_english-17623,"1. threats, plans to harm and incitement"
sexism2022_english-5795,2. derogation
sexism2022_english-17321,2. derogation
sexism2022_english-549,3. animosity
sexism2022_english-7552,3. animosity
sexism2022_english-362,3. animosity
sexism2022_english-727,3. animosity
sexism2022_english-9844,"1. threats, plans to harm and incitement"
sexism2022_english-18632,2. derogation
sexism2022_english-5798,2. derogation
sexism2022_english-8445,"1. threats, plans to harm and incitement"
sexism2022_english-4589,3. animosity
sexism2022_english-1653,2. derogation
sexism2022_english-10896,2. derogation
sexism2022_english-6998,2. derogation
sexism2022_english-4581,3. animosity
sexism2022_english-12940,4. prejudiced discussions
sexism2022_english-16089,2. derogation
sexism2022_english-2581,3. animosity
sexism2022_english-16298,2. derogation
sexism2022_english-3124,3. animosity
sexism2022_english-2900,4. prejudiced discussions
sexism2022_english-4853,3. animosity
sexism2022_english-19008,3. animosity
sexism2022_english-7832,2. derogation
sexism2022_english-16034,4. prejudiced discussions
sexism2022_english-2194,2. derogation
sexism2022_english-6186,2. derogation
sexism2022_english-16814,3. animosity
sexism2022_english-15479,2. derogation
sexism2022_english-12491,2. derogation
sexism2022_english-1513,2. derogation
sexism2022_english-6988,2. derogation
sexism2022_english-8256,2. derogation
sexism2022_english-10917,3. animosity
sexism2022_english-7290,3. animosity
sexism2022_english-11275,2. derogation
sexism2022_english-15425,2. derogation
sexism2022_english-8434,2. derogation
sexism2022_english-14776,2. derogation
sexism2022_english-15251,2. derogation
sexism2022_english-19072,3. animosity
sexism2022_english-12531,2. derogation
sexism2022_english-17443,"1. threats, plans to harm and incitement"
sexism2022_english-9505,2. derogation
sexism2022_english-9894,2. derogation
sexism2022_english-10119,2. derogation
sexism2022_english-5400,2. derogation
sexism2022_english-16144,2. derogation
sexism2022_english-10819,2. derogation
sexism2022_english-17014,2. derogation
sexism2022_english-6818,2. derogation
sexism2022_english-15202,3. animosity
sexism2022_english-16075,"1. threats, plans to harm and incitement"
sexism2022_english-7329,"1. threats, plans to harm and incitement"
sexism2022_english-10208,3. animosity
sexism2022_english-8388,"1. threats, plans to harm and incitement"
sexism2022_english-6939,2. derogation
sexism2022_english-17394,2. derogation
sexism2022_english-975,2. derogation
sexism2022_english-2566,3. animosity
sexism2022_english-7488,2. derogation
sexism2022_english-14948,3. animosity
sexism2022_english-15336,3. animosity
sexism2022_english-16236,2. derogation
sexism2022_english-10998,4. prejudiced discussions
sexism2022_english-8240,3. animosity
sexism2022_english-15937,2. derogation
sexism2022_english-5538,"1. threats, plans to harm and incitement"
sexism2022_english-7260,4. prejudiced discussions
sexism2022_english-14716,4. prejudiced discussions
sexism2022_english-19043,3. animosity
sexism2022_english-15785,2. derogation
sexism2022_english-12767,3. animosity
sexism2022_english-11475,3. animosity
sexism2022_english-5876,3. animosity
sexism2022_english-15520,4. prejudiced discussions
sexism2022_english-12233,3. animosity
sexism2022_english-2146,2. derogation
sexism2022_english-13526,2. derogation
sexism2022_english-8525,3. animosity
sexism2022_english-14946,2. derogation
sexism2022_english-1117,3. animosity
sexism2022_english-13473,3. animosity
sexism2022_english-17651,2. derogation
sexism2022_english-15222,2. derogation
sexism2022_english-18904,4. prejudiced discussions
sexism2022_english-12680,3. animosity
sexism2022_english-3090,3. animosity
sexism2022_english-17415,2. derogation
sexism2022_english-6564,2. derogation
sexism2022_english-13679,2. derogation
sexism2022_english-8799,3. animosity
sexism2022_english-9200,3. animosity
sexism2022_english-5111,3. animosity
sexism2022_english-12735,2. derogation
sexism2022_english-10355,2. derogation
sexism2022_english-6423,2. derogation
sexism2022_english-10525,"1. threats, plans to harm and incitement"
sexism2022_english-5668,3. animosity
sexism2022_english-14290,3. animosity
sexism2022_english-4283,"1. threats, plans to harm and incitement"
sexism2022_english-8660,2. derogation
sexism2022_english-9796,3. animosity
sexism2022_english-13897,2. derogation
sexism2022_english-5291,3. animosity
sexism2022_english-4486,3. animosity
sexism2022_english-12503,3. animosity
sexism2022_english-4084,3. animosity
sexism2022_english-15909,2. derogation
sexism2022_english-7878,2. derogation
sexism2022_english-17556,3. animosity
sexism2022_english-19741,"1. threats, plans to harm and incitement"
sexism2022_english-11499,2. derogation
sexism2022_english-4322,"1. threats, plans to harm and incitement"
sexism2022_english-3001,2. derogation
sexism2022_english-12574,"1. threats, plans to harm and incitement"
sexism2022_english-16733,3. animosity
sexism2022_english-1723,4. prejudiced discussions
sexism2022_english-10104,2. derogation
sexism2022_english-15831,2. derogation
sexism2022_english-8097,3. animosity
sexism2022_english-10237,3. animosity
sexism2022_english-6324,2. derogation
sexism2022_english-17167,"1. threats, plans to harm and incitement"
sexism2022_english-13688,"1. threats, plans to harm and incitement"
sexism2022_english-10233,3. animosity
sexism2022_english-3287,3. animosity
sexism2022_english-8149,3. animosity
sexism2022_english-19608,2. derogation
sexism2022_english-3673,2. derogation
sexism2022_english-7211,3. animosity
sexism2022_english-17965,2. derogation
sexism2022_english-5427,3. animosity
sexism2022_english-13174,3. animosity
sexism2022_english-14201,4. prejudiced discussions
sexism2022_english-12839,"1. threats, plans to harm and incitement"
sexism2022_english-15239,3. animosity
sexism2022_english-2013,3. animosity
sexism2022_english-716,3. animosity
sexism2022_english-6217,2. derogation
sexism2022_english-15777,3. animosity
sexism2022_english-2238,2. derogation
sexism2022_english-221,2. derogation
sexism2022_english-9125,2. derogation
sexism2022_english-14569,3. animosity
sexism2022_english-11064,3. animosity
sexism2022_english-7723,2. derogation
sexism2022_english-12805,3. animosity
sexism2022_english-11603,2. derogation
sexism2022_english-11675,3. animosity
sexism2022_english-10375,3. animosity
sexism2022_english-3143,2. derogation
sexism2022_english-14645,3. animosity
sexism2022_english-3612,2. derogation
sexism2022_english-19337,2. derogation
sexism2022_english-12055,2. derogation
sexism2022_english-10571,3. animosity
sexism2022_english-13117,2. derogation
sexism2022_english-800,"1. threats, plans to harm and incitement"
sexism2022_english-10352,2. derogation
sexism2022_english-2795,3. animosity
sexism2022_english-11098,2. derogation
sexism2022_english-13269,2. derogation
sexism2022_english-16170,"1. threats, plans to harm and incitement"
sexism2022_english-2330,2. derogation
sexism2022_english-18416,3. animosity
sexism2022_english-18838,2. derogation
sexism2022_english-11797,3. animosity
sexism2022_english-5077,2. derogation
sexism2022_english-8294,2. derogation
sexism2022_english-17308,2. derogation
sexism2022_english-9579,2. derogation
sexism2022_english-9849,3. animosity
sexism2022_english-10070,"1. threats, plans to harm and incitement"
sexism2022_english-2906,4. prejudiced discussions
sexism2022_english-3065,3. animosity
sexism2022_english-16555,2. derogation
sexism2022_english-10429,"1. threats, plans to harm and incitement"
sexism2022_english-11290,2. derogation
sexism2022_english-7928,2. derogation
sexism2022_english-10280,3. animosity
sexism2022_english-6527,2. derogation
sexism2022_english-16507,"1. threats, plans to harm and incitement"
sexism2022_english-8298,2. derogation
sexism2022_english-15455,3. animosity
sexism2022_english-19801,3. animosity
sexism2022_english-3193,2. derogation
sexism2022_english-13783,"1. threats, plans to harm and incitement"
sexism2022_english-13444,3. animosity
sexism2022_english-18437,3. animosity
sexism2022_english-997,4. prejudiced discussions
sexism2022_english-729,2. derogation
sexism2022_english-8927,2. derogation
sexism2022_english-12356,"1. threats, plans to harm and incitement"
sexism2022_english-7431,2. derogation
sexism2022_english-4348,2. derogation
sexism2022_english-13771,2. derogation
sexism2022_english-13447,3. animosity
sexism2022_english-9704,2. derogation
sexism2022_english-6343,2. derogation
sexism2022_english-5225,"1. threats, plans to harm and incitement"
sexism2022_english-19240,3. animosity
sexism2022_english-7558,2. derogation
sexism2022_english-16743,3. animosity
sexism2022_english-1255,2. derogation
sexism2022_english-14104,3. animosity
sexism2022_english-7205,3. animosity
sexism2022_english-9883,3. animosity
sexism2022_english-6485,3. animosity
sexism2022_english-17977,3. animosity
sexism2022_english-11871,3. animosity
sexism2022_english-19214,2. derogation
sexism2022_english-10766,"1. threats, plans to harm and incitement"
sexism2022_english-8741,3. animosity
sexism2022_english-694,2. derogation
sexism2022_english-610,3. animosity
sexism2022_english-11448,3. animosity
sexism2022_english-5160,"1. threats, plans to harm and incitement"
sexism2022_english-18743,3. animosity
sexism2022_english-5770,3. animosity
sexism2022_english-1945,2. derogation
sexism2022_english-2427,3. animosity
sexism2022_english-1397,"1. threats, plans to harm and incitement"
sexism2022_english-11017,2. derogation
sexism2022_english-10367,2. derogation
sexism2022_english-4610,3. animosity
sexism2022_english-10082,3. animosity
sexism2022_english-16543,2. derogation
sexism2022_english-1738,"1. threats, plans to harm and incitement"
sexism2022_english-17607,3. animosity
sexism2022_english-13206,"1. threats, plans to harm and incitement"
sexism2022_english-15808,3. animosity
sexism2022_english-16440,2. derogation
sexism2022_english-16799,2. derogation
sexism2022_english-13213,3. animosity
sexism2022_english-5136,3. animosity
sexism2022_english-15541,2. derogation
sexism2022_english-2930,3. animosity
sexism2022_english-15589,2. derogation
sexism2022_english-9099,2. derogation
sexism2022_english-15297,2. derogation
sexism2022_english-2964,2. derogation
sexism2022_english-11712,2. derogation
sexism2022_english-6114,2. derogation
sexism2022_english-7840,3. animosity
sexism2022_english-4970,"1. threats, plans to harm and incitement"
sexism2022_english-2520,"1. threats, plans to harm and incitement"
sexism2022_english-16965,2. derogation
sexism2022_english-4658,3. animosity
sexism2022_english-13546,2. derogation
sexism2022_english-6651,2. derogation
sexism2022_english-2353,2. derogation
sexism2022_english-17401,"1. threats, plans to harm and incitement"
sexism2022_english-7108,2. derogation
sexism2022_english-10059,2. derogation
sexism2022_english-337,"1. threats, plans to harm and incitement"
sexism2022_english-6230,3. animosity
sexism2022_english-486,2. derogation
sexism2022_english-4934,3. animosity
sexism2022_english-7030,2. derogation
sexism2022_english-1377,2. derogation
sexism2022_english-19222,2. derogation
sexism2022_english-12214,"1. threats, plans to harm and incitement"
sexism2022_english-12179,2. derogation
sexism2022_english-6268,3. animosity
sexism2022_english-16093,3. animosity
sexism2022_english-7852,2. derogation
sexism2022_english-1699,2. derogation
sexism2022_english-19910,2. derogation
sexism2022_english-17143,3. animosity
sexism2022_english-1191,3. animosity
sexism2022_english-1604,4. prejudiced discussions
sexism2022_english-4609,2. derogation
sexism2022_english-8040,3. animosity
sexism2022_english-10838,2. derogation
sexism2022_english-259,3. animosity
sexism2022_english-7523,3. animosity
sexism2022_english-9062,3. animosity
sexism2022_english-14563,3. animosity
sexism2022_english-15003,2. derogation
sexism2022_english-14876,3. animosity
sexism2022_english-18288,2. derogation
sexism2022_english-14995,2. derogation
sexism2022_english-5578,4. prejudiced discussions
sexism2022_english-3831,3. animosity
sexism2022_english-5398,3. animosity
sexism2022_english-7312,3. animosity
sexism2022_english-682,2. derogation
sexism2022_english-5685,"1. threats, plans to harm and incitement"
sexism2022_english-11298,2. derogation
sexism2022_english-11830,3. animosity
sexism2022_english-15527,3. animosity
sexism2022_english-8176,3. animosity
sexism2022_english-14101,3. animosity
sexism2022_english-8552,2. derogation
sexism2022_english-9737,"1. threats, plans to harm and incitement"
sexism2022_english-18560,2. derogation
sexism2022_english-10377,2. derogation
sexism2022_english-11253,2. derogation
sexism2022_english-19066,3. animosity
sexism2022_english-3439,3. animosity
sexism2022_english-5622,2. derogation
sexism2022_english-19885,4. prejudiced discussions
sexism2022_english-17199,2. derogation
sexism2022_english-18656,3. animosity
sexism2022_english-6905,"1. threats, plans to harm and incitement"
sexism2022_english-2771,3. animosity
sexism2022_english-10900,2. derogation
sexism2022_english-8683,2. derogation
sexism2022_english-8832,2. derogation
sexism2022_english-15600,3. animosity
sexism2022_english-17517,2. derogation
sexism2022_english-15758,3. animosity
sexism2022_english-906,3. animosity
sexism2022_english-13132,2. derogation
sexism2022_english-7908,3. animosity
sexism2022_english-17393,2. derogation
sexism2022_english-8841,2. derogation
sexism2022_english-18449,2. derogation
sexism2022_english-5642,2. derogation
sexism2022_english-501,3. animosity
sexism2022_english-19220,3. animosity
sexism2022_english-18005,2. derogation
sexism2022_english-7215,2. derogation
sexism2022_english-3252,2. derogation
sexism2022_english-5962,2. derogation
sexism2022_english-10267,4. prejudiced discussions
sexism2022_english-4595,"1. threats, plans to harm and incitement"
sexism2022_english-2260,2. derogation
sexism2022_english-12733,2. derogation
sexism2022_english-13072,2. derogation
sexism2022_english-12838,2. derogation
sexism2022_english-16271,2. derogation
sexism2022_english-7481,4. prejudiced discussions
sexism2022_english-3206,2. derogation
sexism2022_english-2101,3. animosity
sexism2022_english-10164,2. derogation
sexism2022_english-6976,2. derogation
sexism2022_english-3956,3. animosity
sexism2022_english-9136,2. derogation
sexism2022_english-6937,2. derogation
sexism2022_english-16558,2. derogation
sexism2022_english-2331,"1. threats, plans to harm and incitement"
sexism2022_english-15446,3. animosity
sexism2022_english-8232,2. derogation
sexism2022_english-14627,2. derogation
sexism2022_english-19621,2. derogation
sexism2022_english-7335,2. derogation
sexism2022_english-16778,2. derogation
sexism2022_english-195,3. animosity
sexism2022_english-9180,"1. threats, plans to harm and incitement"
sexism2022_english-19123,4. prejudiced discussions
sexism2022_english-9091,2. derogation
sexism2022_english-10706,4. prejudiced discussions
sexism2022_english-9502,4. prejudiced discussions
sexism2022_english-8994,4. prejudiced discussions
sexism2022_english-7617,2. derogation
sexism2022_english-16937,4. prejudiced discussions
sexism2022_english-339,3. animosity
sexism2022_english-9538,3. animosity
sexism2022_english-8042,2. derogation
sexism2022_english-17336,"1. threats, plans to harm and incitement"
sexism2022_english-15128,2. derogation
sexism2022_english-13992,4. prejudiced discussions
sexism2022_english-17002,2. derogation
sexism2022_english-2470,4. prejudiced discussions
sexism2022_english-5021,2. derogation
sexism2022_english-15036,3. animosity
sexism2022_english-2050,2. derogation
sexism2022_english-11968,3. animosity
sexism2022_english-6829,2. derogation
sexism2022_english-17963,3. animosity
sexism2022_english-4774,2. derogation
sexism2022_english-14475,2. derogation
sexism2022_english-13351,3. animosity
sexism2022_english-16653,"1. threats, plans to harm and incitement"
sexism2022_english-12030,2. derogation
sexism2022_english-1013,4. prejudiced discussions
sexism2022_english-19750,4. prejudiced discussions
sexism2022_english-13461,3. animosity
sexism2022_english-3526,4. prejudiced discussions
sexism2022_english-2485,2. derogation
sexism2022_english-9660,2. derogation
sexism2022_english-4930,3. animosity
sexism2022_english-7352,2. derogation
sexism2022_english-13138,2. derogation
sexism2022_english-8776,3. animosity
sexism2022_english-38,3. animosity
sexism2022_english-13607,2. derogation
sexism2022_english-16823,3. animosity
sexism2022_english-19050,3. animosity
sexism2022_english-18226,2. derogation
sexism2022_english-18072,2. derogation
sexism2022_english-18321,2. derogation
sexism2022_english-5439,2. derogation
sexism2022_english-12587,2. derogation
sexism2022_english-11787,3. animosity
sexism2022_english-11343,2. derogation
sexism2022_english-14048,2. derogation
sexism2022_english-19334,2. derogation
sexism2022_english-2548,2. derogation
sexism2022_english-2087,"1. threats, plans to harm and incitement"
sexism2022_english-18728,3. animosity
sexism2022_english-10098,3. animosity
sexism2022_english-35,2. derogation
sexism2022_english-19160,2. derogation
sexism2022_english-6109,2. derogation
sexism2022_english-5074,4. prejudiced discussions
sexism2022_english-7245,2. derogation
sexism2022_english-12386,4. prejudiced discussions
sexism2022_english-4359,2. derogation
sexism2022_english-16284,"1. threats, plans to harm and incitement"
sexism2022_english-12054,2. derogation
sexism2022_english-18222,2. derogation
sexism2022_english-19571,3. animosity
sexism2022_english-4836,2. derogation
sexism2022_english-7218,3. animosity
sexism2022_english-9271,3. animosity
sexism2022_english-16719,2. derogation
sexism2022_english-2643,"1. threats, plans to harm and incitement"
sexism2022_english-6122,2. derogation
sexism2022_english-16908,"1. threats, plans to harm and incitement"
sexism2022_english-12714,"1. threats, plans to harm and incitement"
sexism2022_english-17161,3. animosity
sexism2022_english-19321,2. derogation
sexism2022_english-8341,3. animosity
sexism2022_english-12333,2. derogation
sexism2022_english-1144,2. derogation
sexism2022_english-5802,2. derogation
sexism2022_english-6819,3. animosity
sexism2022_english-17704,3. animosity
sexism2022_english-2189,3. animosity
sexism2022_english-1202,3. animosity
sexism2022_english-17084,2. derogation
sexism2022_english-17174,3. animosity
sexism2022_english-16260,2. derogation
sexism2022_english-10722,4. prejudiced discussions
sexism2022_english-16597,3. animosity
sexism2022_english-18633,2. derogation
sexism2022_english-14034,2. derogation
sexism2022_english-13747,3. animosity
sexism2022_english-19460,4. prejudiced discussions
sexism2022_english-9829,2. derogation
sexism2022_english-19712,2. derogation
sexism2022_english-17126,3. animosity
sexism2022_english-13080,2. derogation
sexism2022_english-5590,2. derogation
sexism2022_english-1613,3. animosity
sexism2022_english-1742,2. derogation
sexism2022_english-5907,2. derogation
sexism2022_english-17611,2. derogation
sexism2022_english-18074,3. animosity
sexism2022_english-8504,2. derogation
sexism2022_english-7000,2. derogation
sexism2022_english-0,2. derogation
sexism2022_english-12184,3. animosity
sexism2022_english-8632,2. derogation
sexism2022_english-721,"1. threats, plans to harm and incitement"
sexism2022_english-18525,3. animosity
sexism2022_english-13379,2. derogation
sexism2022_english-16783,2. derogation
sexism2022_english-8058,"1. threats, plans to harm and incitement"
sexism2022_english-13789,2. derogation
sexism2022_english-6303,4. prejudiced discussions
sexism2022_english-17981,2. derogation
sexism2022_english-6419,2. derogation
sexism2022_english-1658,2. derogation
sexism2022_english-8807,4. prejudiced discussions
sexism2022_english-6542,2. derogation
sexism2022_english-4884,2. derogation
sexism2022_english-10130,3. animosity
sexism2022_english-7151,2. derogation
sexism2022_english-11792,4. prejudiced discussions
sexism2022_english-18763,2. derogation
sexism2022_english-10273,2. derogation
sexism2022_english-6259,3. animosity
sexism2022_english-4654,2. derogation
sexism2022_english-19605,2. derogation
sexism2022_english-10473,3. animosity
sexism2022_english-5780,2. derogation
sexism2022_english-17233,3. animosity
sexism2022_english-12870,2. derogation
sexism2022_english-16695,4. prejudiced discussions
sexism2022_english-17019,2. derogation
sexism2022_english-609,3. animosity
sexism2022_english-6235,4. prejudiced discussions
sexism2022_english-7407,3. animosity
sexism2022_english-7137,"1. threats, plans to harm and incitement"
sexism2022_english-5996,3. animosity
sexism2022_english-11347,"1. threats, plans to harm and incitement"
sexism2022_english-4502,2. derogation
sexism2022_english-4276,4. prejudiced discussions
sexism2022_english-11242,4. prejudiced discussions
sexism2022_english-18792,3. animosity
sexism2022_english-1371,3. animosity
sexism2022_english-12342,2. derogation
sexism2022_english-11553,2. derogation
sexism2022_english-1735,2. derogation
sexism2022_english-123,3. animosity
sexism2022_english-13304,"1. threats, plans to harm and incitement"
sexism2022_english-6176,3. animosity
sexism2022_english-13920,3. animosity
sexism2022_english-19725,3. animosity
sexism2022_english-4613,"1. threats, plans to harm and incitement"
sexism2022_english-17631,2. derogation
sexism2022_english-13704,2. derogation
sexism2022_english-17535,2. derogation
sexism2022_english-15703,2. derogation
sexism2022_english-13065,3. animosity
sexism2022_english-14037,2. derogation
sexism2022_english-134,2. derogation
sexism2022_english-8992,4. prejudiced discussions
sexism2022_english-2784,3. animosity
sexism2022_english-3749,3. animosity
sexism2022_english-14198,2. derogation
sexism2022_english-16310,2. derogation
sexism2022_english-16208,"1. threats, plans to harm and incitement"
sexism2022_english-12860,2. derogation
sexism2022_english-8473,"1. threats, plans to harm and incitement"
sexism2022_english-14766,3. animosity
sexism2022_english-2178,2. derogation
sexism2022_english-5882,2. derogation
sexism2022_english-301,2. derogation
sexism2022_english-12695,3. animosity
sexism2022_english-2740,3. animosity
sexism2022_english-1681,3. animosity
sexism2022_english-3548,2. derogation
sexism2022_english-17587,2. derogation
sexism2022_english-8762,"1. threats, plans to harm and incitement"
sexism2022_english-3633,4. prejudiced discussions
sexism2022_english-1811,3. animosity
sexism2022_english-15810,2. derogation
sexism2022_english-7653,3. animosity
sexism2022_english-19465,3. animosity
sexism2022_english-18211,3. animosity
sexism2022_english-582,2. derogation
sexism2022_english-13668,"1. threats, plans to harm and incitement"
sexism2022_english-5437,2. derogation
sexism2022_english-7223,2. derogation
sexism2022_english-17297,2. derogation
sexism2022_english-18551,3. animosity
sexism2022_english-4894,2. derogation
sexism2022_english-14670,2. derogation
sexism2022_english-17589,4. prejudiced discussions
sexism2022_english-13996,2. derogation
sexism2022_english-2434,2. derogation
sexism2022_english-8708,4. prejudiced discussions
sexism2022_english-17601,3. animosity
sexism2022_english-4592,3. animosity
sexism2022_english-9865,"1. threats, plans to harm and incitement"
sexism2022_english-16408,2. derogation
sexism2022_english-7351,2. derogation
sexism2022_english-6983,2. derogation
sexism2022_english-13254,"1. threats, plans to harm and incitement"
sexism2022_english-3599,3. animosity
sexism2022_english-15058,4. prejudiced discussions
sexism2022_english-1184,2. derogation
sexism2022_english-18261,2. derogation
sexism2022_english-3839,3. animosity
sexism2022_english-3497,4. prejudiced discussions
sexism2022_english-14426,"1. threats, plans to harm and incitement"
sexism2022_english-6286,3. animosity
sexism2022_english-13361,2. derogation
sexism2022_english-14492,2. derogation
sexism2022_english-9944,3. animosity
sexism2022_english-2619,3. animosity
sexism2022_english-5935,2. derogation
sexism2022_english-13564,3. animosity
sexism2022_english-7267,"1. threats, plans to harm and incitement"
sexism2022_english-5103,2. derogation
sexism2022_english-10497,4. prejudiced discussions
sexism2022_english-4892,2. derogation
sexism2022_english-8645,3. animosity
sexism2022_english-18532,2. derogation
sexism2022_english-1198,2. derogation
sexism2022_english-4835,4. prejudiced discussions
sexism2022_english-10533,"1. threats, plans to harm and incitement"
sexism2022_english-3068,3. animosity
sexism2022_english-16839,2. derogation
sexism2022_english-19333,2. derogation
sexism2022_english-3585,2. derogation
sexism2022_english-4005,4. prejudiced discussions
sexism2022_english-7764,3. animosity
sexism2022_english-127,4. prejudiced discussions
sexism2022_english-7078,3. animosity
sexism2022_english-10895,3. animosity
sexism2022_english-19374,3. animosity
sexism2022_english-15633,3. animosity
sexism2022_english-14222,3. animosity
sexism2022_english-16797,3. animosity
sexism2022_english-11148,3. animosity
sexism2022_english-19916,2. derogation
sexism2022_english-5818,3. animosity
sexism2022_english-19866,2. derogation
sexism2022_english-19522,3. animosity
sexism2022_english-3871,2. derogation
sexism2022_english-11512,2. derogation
sexism2022_english-11201,3. animosity
sexism2022_english-2957,2. derogation
sexism2022_english-6159,4. prejudiced discussions
sexism2022_english-18531,3. animosity
sexism2022_english-1594,4. prejudiced discussions
sexism2022_english-6680,3. animosity
sexism2022_english-3407,3. animosity
sexism2022_english-1452,"1. threats, plans to harm and incitement"
sexism2022_english-11856,2. derogation
sexism2022_english-14736,2. derogation
sexism2022_english-16508,3. animosity
sexism2022_english-1364,4. prejudiced discussions
sexism2022_english-6434,2. derogation
sexism2022_english-14306,2. derogation
sexism2022_english-15107,3. animosity
sexism2022_english-11558,2. derogation
sexism2022_english-9425,3. animosity
sexism2022_english-258,3. animosity
sexism2022_english-12152,2. derogation
sexism2022_english-18637,3. animosity
sexism2022_english-1374,"1. threats, plans to harm and incitement"
sexism2022_english-5327,3. animosity
sexism2022_english-4399,2. derogation
sexism2022_english-12724,3. animosity
sexism2022_english-54,3. animosity
sexism2022_english-12332,3. animosity
sexism2022_english-7469,3. animosity
sexism2022_english-4636,3. animosity
sexism2022_english-11037,"1. threats, plans to harm and incitement"
sexism2022_english-4200,4. prejudiced discussions
sexism2022_english-4641,2. derogation
sexism2022_english-15337,4. prejudiced discussions
sexism2022_english-11265,2. derogation
sexism2022_english-15497,4. prejudiced discussions
sexism2022_english-1227,3. animosity
sexism2022_english-19813,3. animosity
sexism2022_english-16607,2. derogation
sexism2022_english-16190,3. animosity
sexism2022_english-19900,2. derogation
sexism2022_english-16636,3. animosity
sexism2022_english-7105,2. derogation
sexism2022_english-19956,3. animosity
sexism2022_english-12620,2. derogation
sexism2022_english-5011,"1. threats, plans to harm and incitement"
sexism2022_english-6881,4. prejudiced discussions
sexism2022_english-10848,3. animosity
sexism2022_english-13820,3. animosity
sexism2022_english-18061,2. derogation
sexism2022_english-13282,2. derogation
sexism2022_english-14933,2. derogation
sexism2022_english-8657,2. derogation
sexism2022_english-5149,3. animosity
sexism2022_english-5346,4. prejudiced discussions
sexism2022_english-596,3. animosity
sexism2022_english-7716,2. derogation
sexism2022_english-10553,3. animosity
sexism2022_english-13801,2. derogation
sexism2022_english-10889,2. derogation
sexism2022_english-16810,"1. threats, plans to harm and incitement"
sexism2022_english-7055,3. animosity
sexism2022_english-13020,2. derogation
sexism2022_english-419,2. derogation
sexism2022_english-14744,2. derogation
sexism2022_english-16013,4. prejudiced discussions
sexism2022_english-19570,3. animosity
sexism2022_english-9595,2. derogation
sexism2022_english-14183,4. prejudiced discussions
sexism2022_english-2446,2. derogation
sexism2022_english-2233,4. prejudiced discussions
